origin,destination,send_step,delivery_step,status,delay_steps,arquitetura,cenario,hora
0,1,0,1.0,delivered,1,leader_follower,C0,7
1,0,0,1.0,delivered,1,leader_follower,C0,7
1,2,0,1.0,delivered,1,leader_follower,C0,7
2,1,0,1.0,delivered,1,leader_follower,C0,7
1,4,0,1.0,delivered,1,leader_follower,C0,7
4,1,0,1.0,delivered,1,leader_follower,C0,7
2,3,0,1.0,delivered,1,leader_follower,C0,7
3,2,0,1.0,delivered,1,leader_follower,C0,7
3,4,0,1.0,delivered,1,leader_follower,C0,7
4,3,0,1.0,delivered,1,leader_follower,C0,7
4,5,0,1.0,delivered,1,leader_follower,C0,7
5,4,0,1.0,delivered,1,leader_follower,C0,7
0,1,1,2.0,delivered,1,leader_follower,C0,7
1,0,1,2.0,delivered,1,leader_follower,C0,7
1,2,1,2.0,delivered,1,leader_follower,C0,7
2,1,1,2.0,delivered,1,leader_follower,C0,7
1,4,1,2.0,delivered,1,leader_follower,C0,7
4,1,1,2.0,delivered,1,leader_follower,C0,7
2,3,1,2.0,delivered,1,leader_follower,C0,7
3,2,1,2.0,delivered,1,leader_follower,C0,7
3,4,1,2.0,delivered,1,leader_follower,C0,7
4,3,1,2.0,delivered,1,leader_follower,C0,7
4,5,1,2.0,delivered,1,leader_follower,C0,7
5,4,1,2.0,delivered,1,leader_follower,C0,7
0,1,2,3.0,delivered,1,leader_follower,C0,7
1,0,2,3.0,delivered,1,leader_follower,C0,7
1,2,2,3.0,delivered,1,leader_follower,C0,7
2,1,2,3.0,delivered,1,leader_follower,C0,7
1,4,2,3.0,delivered,1,leader_follower,C0,7
4,1,2,3.0,delivered,1,leader_follower,C0,7
2,3,2,3.0,delivered,1,leader_follower,C0,7
3,2,2,3.0,delivered,1,leader_follower,C0,7
3,4,2,3.0,delivered,1,leader_follower,C0,7
4,3,2,3.0,delivered,1,leader_follower,C0,7
4,5,2,3.0,delivered,1,leader_follower,C0,7
5,4,2,3.0,delivered,1,leader_follower,C0,7
0,1,3,4.0,delivered,1,leader_follower,C0,7
1,0,3,4.0,delivered,1,leader_follower,C0,7
1,2,3,4.0,delivered,1,leader_follower,C0,7
2,1,3,4.0,delivered,1,leader_follower,C0,7
1,4,3,4.0,delivered,1,leader_follower,C0,7
4,1,3,4.0,delivered,1,leader_follower,C0,7
2,3,3,4.0,delivered,1,leader_follower,C0,7
3,2,3,4.0,delivered,1,leader_follower,C0,7
3,4,3,4.0,delivered,1,leader_follower,C0,7
4,3,3,4.0,delivered,1,leader_follower,C0,7
4,5,3,4.0,delivered,1,leader_follower,C0,7
5,4,3,4.0,delivered,1,leader_follower,C0,7
0,1,4,5.0,delivered,1,leader_follower,C0,7
1,0,4,5.0,delivered,1,leader_follower,C0,7
1,2,4,5.0,delivered,1,leader_follower,C0,7
2,1,4,5.0,delivered,1,leader_follower,C0,7
1,4,4,5.0,delivered,1,leader_follower,C0,7
4,1,4,5.0,delivered,1,leader_follower,C0,7
2,3,4,5.0,delivered,1,leader_follower,C0,7
3,2,4,5.0,delivered,1,leader_follower,C0,7
3,4,4,5.0,delivered,1,leader_follower,C0,7
4,3,4,5.0,delivered,1,leader_follower,C0,7
4,5,4,5.0,delivered,1,leader_follower,C0,7
5,4,4,5.0,delivered,1,leader_follower,C0,7
0,1,5,6.0,delivered,1,leader_follower,C0,7
1,0,5,6.0,delivered,1,leader_follower,C0,7
1,2,5,6.0,delivered,1,leader_follower,C0,7
2,1,5,6.0,delivered,1,leader_follower,C0,7
1,4,5,6.0,delivered,1,leader_follower,C0,7
4,1,5,6.0,delivered,1,leader_follower,C0,7
2,3,5,6.0,delivered,1,leader_follower,C0,7
3,2,5,6.0,delivered,1,leader_follower,C0,7
3,4,5,6.0,delivered,1,leader_follower,C0,7
4,3,5,6.0,delivered,1,leader_follower,C0,7
4,5,5,6.0,delivered,1,leader_follower,C0,7
5,4,5,6.0,delivered,1,leader_follower,C0,7
0,1,6,7.0,delivered,1,leader_follower,C0,7
1,0,6,7.0,delivered,1,leader_follower,C0,7
1,2,6,7.0,delivered,1,leader_follower,C0,7
2,1,6,7.0,delivered,1,leader_follower,C0,7
1,4,6,7.0,delivered,1,leader_follower,C0,7
4,1,6,7.0,delivered,1,leader_follower,C0,7
2,3,6,7.0,delivered,1,leader_follower,C0,7
3,2,6,7.0,delivered,1,leader_follower,C0,7
3,4,6,7.0,delivered,1,leader_follower,C0,7
4,3,6,7.0,delivered,1,leader_follower,C0,7
4,5,6,7.0,delivered,1,leader_follower,C0,7
5,4,6,7.0,delivered,1,leader_follower,C0,7
0,1,7,8.0,delivered,1,leader_follower,C0,7
1,0,7,8.0,delivered,1,leader_follower,C0,7
1,2,7,8.0,delivered,1,leader_follower,C0,7
2,1,7,8.0,delivered,1,leader_follower,C0,7
1,4,7,8.0,delivered,1,leader_follower,C0,7
4,1,7,8.0,delivered,1,leader_follower,C0,7
2,3,7,8.0,delivered,1,leader_follower,C0,7
3,2,7,8.0,delivered,1,leader_follower,C0,7
3,4,7,8.0,delivered,1,leader_follower,C0,7
4,3,7,8.0,delivered,1,leader_follower,C0,7
4,5,7,8.0,delivered,1,leader_follower,C0,7
5,4,7,8.0,delivered,1,leader_follower,C0,7
0,1,8,9.0,delivered,1,leader_follower,C0,7
1,0,8,9.0,delivered,1,leader_follower,C0,7
1,2,8,9.0,delivered,1,leader_follower,C0,7
2,1,8,9.0,delivered,1,leader_follower,C0,7
1,4,8,9.0,delivered,1,leader_follower,C0,7
4,1,8,9.0,delivered,1,leader_follower,C0,7
2,3,8,9.0,delivered,1,leader_follower,C0,7
3,2,8,9.0,delivered,1,leader_follower,C0,7
3,4,8,9.0,delivered,1,leader_follower,C0,7
4,3,8,9.0,delivered,1,leader_follower,C0,7
4,5,8,9.0,delivered,1,leader_follower,C0,7
5,4,8,9.0,delivered,1,leader_follower,C0,7
0,1,9,10.0,delivered,1,leader_follower,C0,7
1,0,9,10.0,delivered,1,leader_follower,C0,7
1,2,9,10.0,delivered,1,leader_follower,C0,7
2,1,9,10.0,delivered,1,leader_follower,C0,7
1,4,9,10.0,delivered,1,leader_follower,C0,7
4,1,9,10.0,delivered,1,leader_follower,C0,7
2,3,9,10.0,delivered,1,leader_follower,C0,7
3,2,9,10.0,delivered,1,leader_follower,C0,7
3,4,9,10.0,delivered,1,leader_follower,C0,7
4,3,9,10.0,delivered,1,leader_follower,C0,7
4,5,9,10.0,delivered,1,leader_follower,C0,7
5,4,9,10.0,delivered,1,leader_follower,C0,7
0,1,10,11.0,delivered,1,leader_follower,C0,7
1,0,10,11.0,delivered,1,leader_follower,C0,7
1,2,10,11.0,delivered,1,leader_follower,C0,7
2,1,10,11.0,delivered,1,leader_follower,C0,7
1,4,10,11.0,delivered,1,leader_follower,C0,7
4,1,10,11.0,delivered,1,leader_follower,C0,7
2,3,10,11.0,delivered,1,leader_follower,C0,7
3,2,10,11.0,delivered,1,leader_follower,C0,7
3,4,10,11.0,delivered,1,leader_follower,C0,7
4,3,10,11.0,delivered,1,leader_follower,C0,7
4,5,10,11.0,delivered,1,leader_follower,C0,7
5,4,10,11.0,delivered,1,leader_follower,C0,7
0,1,11,12.0,delivered,1,leader_follower,C0,7
1,0,11,12.0,delivered,1,leader_follower,C0,7
1,2,11,12.0,delivered,1,leader_follower,C0,7
2,1,11,12.0,delivered,1,leader_follower,C0,7
1,4,11,12.0,delivered,1,leader_follower,C0,7
4,1,11,12.0,delivered,1,leader_follower,C0,7
2,3,11,12.0,delivered,1,leader_follower,C0,7
3,2,11,12.0,delivered,1,leader_follower,C0,7
3,4,11,12.0,delivered,1,leader_follower,C0,7
4,3,11,12.0,delivered,1,leader_follower,C0,7
4,5,11,12.0,delivered,1,leader_follower,C0,7
5,4,11,12.0,delivered,1,leader_follower,C0,7
0,1,12,13.0,delivered,1,leader_follower,C0,7
1,0,12,13.0,delivered,1,leader_follower,C0,7
1,2,12,13.0,delivered,1,leader_follower,C0,7
2,1,12,13.0,delivered,1,leader_follower,C0,7
1,4,12,13.0,delivered,1,leader_follower,C0,7
4,1,12,13.0,delivered,1,leader_follower,C0,7
2,3,12,13.0,delivered,1,leader_follower,C0,7
3,2,12,13.0,delivered,1,leader_follower,C0,7
3,4,12,13.0,delivered,1,leader_follower,C0,7
4,3,12,13.0,delivered,1,leader_follower,C0,7
4,5,12,13.0,delivered,1,leader_follower,C0,7
5,4,12,13.0,delivered,1,leader_follower,C0,7
0,1,13,14.0,delivered,1,leader_follower,C0,7
1,0,13,14.0,delivered,1,leader_follower,C0,7
1,2,13,14.0,delivered,1,leader_follower,C0,7
2,1,13,14.0,delivered,1,leader_follower,C0,7
1,4,13,14.0,delivered,1,leader_follower,C0,7
4,1,13,14.0,delivered,1,leader_follower,C0,7
2,3,13,14.0,delivered,1,leader_follower,C0,7
3,2,13,14.0,delivered,1,leader_follower,C0,7
3,4,13,14.0,delivered,1,leader_follower,C0,7
4,3,13,14.0,delivered,1,leader_follower,C0,7
4,5,13,14.0,delivered,1,leader_follower,C0,7
5,4,13,14.0,delivered,1,leader_follower,C0,7
0,1,14,15.0,delivered,1,leader_follower,C0,7
1,0,14,15.0,delivered,1,leader_follower,C0,7
1,2,14,15.0,delivered,1,leader_follower,C0,7
2,1,14,15.0,delivered,1,leader_follower,C0,7
1,4,14,15.0,delivered,1,leader_follower,C0,7
4,1,14,15.0,delivered,1,leader_follower,C0,7
2,3,14,15.0,delivered,1,leader_follower,C0,7
3,2,14,15.0,delivered,1,leader_follower,C0,7
3,4,14,15.0,delivered,1,leader_follower,C0,7
4,3,14,15.0,delivered,1,leader_follower,C0,7
4,5,14,15.0,delivered,1,leader_follower,C0,7
5,4,14,15.0,delivered,1,leader_follower,C0,7
0,1,15,16.0,delivered,1,leader_follower,C0,7
1,0,15,16.0,delivered,1,leader_follower,C0,7
1,2,15,16.0,delivered,1,leader_follower,C0,7
2,1,15,16.0,delivered,1,leader_follower,C0,7
1,4,15,16.0,delivered,1,leader_follower,C0,7
4,1,15,16.0,delivered,1,leader_follower,C0,7
2,3,15,16.0,delivered,1,leader_follower,C0,7
3,2,15,16.0,delivered,1,leader_follower,C0,7
3,4,15,16.0,delivered,1,leader_follower,C0,7
4,3,15,16.0,delivered,1,leader_follower,C0,7
4,5,15,16.0,delivered,1,leader_follower,C0,7
5,4,15,16.0,delivered,1,leader_follower,C0,7
0,1,16,17.0,delivered,1,leader_follower,C0,7
1,0,16,17.0,delivered,1,leader_follower,C0,7
1,2,16,17.0,delivered,1,leader_follower,C0,7
2,1,16,17.0,delivered,1,leader_follower,C0,7
1,4,16,17.0,delivered,1,leader_follower,C0,7
4,1,16,17.0,delivered,1,leader_follower,C0,7
2,3,16,17.0,delivered,1,leader_follower,C0,7
3,2,16,17.0,delivered,1,leader_follower,C0,7
3,4,16,17.0,delivered,1,leader_follower,C0,7
4,3,16,17.0,delivered,1,leader_follower,C0,7
4,5,16,17.0,delivered,1,leader_follower,C0,7
5,4,16,17.0,delivered,1,leader_follower,C0,7
0,1,17,18.0,delivered,1,leader_follower,C0,7
1,0,17,18.0,delivered,1,leader_follower,C0,7
1,2,17,18.0,delivered,1,leader_follower,C0,7
2,1,17,18.0,delivered,1,leader_follower,C0,7
1,4,17,18.0,delivered,1,leader_follower,C0,7
4,1,17,18.0,delivered,1,leader_follower,C0,7
2,3,17,18.0,delivered,1,leader_follower,C0,7
3,2,17,18.0,delivered,1,leader_follower,C0,7
3,4,17,18.0,delivered,1,leader_follower,C0,7
4,3,17,18.0,delivered,1,leader_follower,C0,7
4,5,17,18.0,delivered,1,leader_follower,C0,7
5,4,17,18.0,delivered,1,leader_follower,C0,7
0,1,18,19.0,delivered,1,leader_follower,C0,7
1,0,18,19.0,delivered,1,leader_follower,C0,7
1,2,18,19.0,delivered,1,leader_follower,C0,7
2,1,18,19.0,delivered,1,leader_follower,C0,7
1,4,18,19.0,delivered,1,leader_follower,C0,7
4,1,18,19.0,delivered,1,leader_follower,C0,7
2,3,18,19.0,delivered,1,leader_follower,C0,7
3,2,18,19.0,delivered,1,leader_follower,C0,7
3,4,18,19.0,delivered,1,leader_follower,C0,7
4,3,18,19.0,delivered,1,leader_follower,C0,7
4,5,18,19.0,delivered,1,leader_follower,C0,7
5,4,18,19.0,delivered,1,leader_follower,C0,7
0,1,19,20.0,delivered,1,leader_follower,C0,7
1,0,19,20.0,delivered,1,leader_follower,C0,7
1,2,19,20.0,delivered,1,leader_follower,C0,7
2,1,19,20.0,delivered,1,leader_follower,C0,7
1,4,19,20.0,delivered,1,leader_follower,C0,7
4,1,19,20.0,delivered,1,leader_follower,C0,7
2,3,19,20.0,delivered,1,leader_follower,C0,7
3,2,19,20.0,delivered,1,leader_follower,C0,7
3,4,19,20.0,delivered,1,leader_follower,C0,7
4,3,19,20.0,delivered,1,leader_follower,C0,7
4,5,19,20.0,delivered,1,leader_follower,C0,7
5,4,19,20.0,delivered,1,leader_follower,C0,7
0,1,20,21.0,delivered,1,leader_follower,C0,7
1,0,20,21.0,delivered,1,leader_follower,C0,7
1,2,20,21.0,delivered,1,leader_follower,C0,7
2,1,20,21.0,delivered,1,leader_follower,C0,7
1,4,20,21.0,delivered,1,leader_follower,C0,7
4,1,20,21.0,delivered,1,leader_follower,C0,7
2,3,20,21.0,delivered,1,leader_follower,C0,7
3,2,20,21.0,delivered,1,leader_follower,C0,7
3,4,20,21.0,delivered,1,leader_follower,C0,7
4,3,20,21.0,delivered,1,leader_follower,C0,7
4,5,20,21.0,delivered,1,leader_follower,C0,7
5,4,20,21.0,delivered,1,leader_follower,C0,7
0,1,21,22.0,delivered,1,leader_follower,C0,7
1,0,21,22.0,delivered,1,leader_follower,C0,7
1,2,21,22.0,delivered,1,leader_follower,C0,7
2,1,21,22.0,delivered,1,leader_follower,C0,7
1,4,21,22.0,delivered,1,leader_follower,C0,7
4,1,21,22.0,delivered,1,leader_follower,C0,7
2,3,21,22.0,delivered,1,leader_follower,C0,7
3,2,21,22.0,delivered,1,leader_follower,C0,7
3,4,21,22.0,delivered,1,leader_follower,C0,7
4,3,21,22.0,delivered,1,leader_follower,C0,7
4,5,21,22.0,delivered,1,leader_follower,C0,7
5,4,21,22.0,delivered,1,leader_follower,C0,7
0,1,22,23.0,delivered,1,leader_follower,C0,7
1,0,22,23.0,delivered,1,leader_follower,C0,7
1,2,22,23.0,delivered,1,leader_follower,C0,7
2,1,22,23.0,delivered,1,leader_follower,C0,7
1,4,22,23.0,delivered,1,leader_follower,C0,7
4,1,22,23.0,delivered,1,leader_follower,C0,7
2,3,22,23.0,delivered,1,leader_follower,C0,7
3,2,22,23.0,delivered,1,leader_follower,C0,7
3,4,22,23.0,delivered,1,leader_follower,C0,7
4,3,22,23.0,delivered,1,leader_follower,C0,7
4,5,22,23.0,delivered,1,leader_follower,C0,7
5,4,22,23.0,delivered,1,leader_follower,C0,7
0,1,23,24.0,delivered,1,leader_follower,C0,7
1,0,23,24.0,delivered,1,leader_follower,C0,7
1,2,23,24.0,delivered,1,leader_follower,C0,7
2,1,23,24.0,delivered,1,leader_follower,C0,7
1,4,23,24.0,delivered,1,leader_follower,C0,7
4,1,23,24.0,delivered,1,leader_follower,C0,7
2,3,23,24.0,delivered,1,leader_follower,C0,7
3,2,23,24.0,delivered,1,leader_follower,C0,7
3,4,23,24.0,delivered,1,leader_follower,C0,7
4,3,23,24.0,delivered,1,leader_follower,C0,7
4,5,23,24.0,delivered,1,leader_follower,C0,7
5,4,23,24.0,delivered,1,leader_follower,C0,7
0,1,24,25.0,delivered,1,leader_follower,C0,7
1,0,24,25.0,delivered,1,leader_follower,C0,7
1,2,24,25.0,delivered,1,leader_follower,C0,7
2,1,24,25.0,delivered,1,leader_follower,C0,7
1,4,24,25.0,delivered,1,leader_follower,C0,7
4,1,24,25.0,delivered,1,leader_follower,C0,7
2,3,24,25.0,delivered,1,leader_follower,C0,7
3,2,24,25.0,delivered,1,leader_follower,C0,7
3,4,24,25.0,delivered,1,leader_follower,C0,7
4,3,24,25.0,delivered,1,leader_follower,C0,7
4,5,24,25.0,delivered,1,leader_follower,C0,7
5,4,24,25.0,delivered,1,leader_follower,C0,7
0,1,25,26.0,delivered,1,leader_follower,C0,7
1,0,25,26.0,delivered,1,leader_follower,C0,7
1,2,25,26.0,delivered,1,leader_follower,C0,7
2,1,25,26.0,delivered,1,leader_follower,C0,7
1,4,25,26.0,delivered,1,leader_follower,C0,7
4,1,25,26.0,delivered,1,leader_follower,C0,7
2,3,25,26.0,delivered,1,leader_follower,C0,7
3,2,25,26.0,delivered,1,leader_follower,C0,7
3,4,25,26.0,delivered,1,leader_follower,C0,7
4,3,25,26.0,delivered,1,leader_follower,C0,7
4,5,25,26.0,delivered,1,leader_follower,C0,7
5,4,25,26.0,delivered,1,leader_follower,C0,7
0,1,26,27.0,delivered,1,leader_follower,C0,7
1,0,26,27.0,delivered,1,leader_follower,C0,7
1,2,26,27.0,delivered,1,leader_follower,C0,7
2,1,26,27.0,delivered,1,leader_follower,C0,7
1,4,26,27.0,delivered,1,leader_follower,C0,7
4,1,26,27.0,delivered,1,leader_follower,C0,7
2,3,26,27.0,delivered,1,leader_follower,C0,7
3,2,26,27.0,delivered,1,leader_follower,C0,7
3,4,26,27.0,delivered,1,leader_follower,C0,7
4,3,26,27.0,delivered,1,leader_follower,C0,7
4,5,26,27.0,delivered,1,leader_follower,C0,7
5,4,26,27.0,delivered,1,leader_follower,C0,7
0,1,27,28.0,delivered,1,leader_follower,C0,7
1,0,27,28.0,delivered,1,leader_follower,C0,7
1,2,27,28.0,delivered,1,leader_follower,C0,7
2,1,27,28.0,delivered,1,leader_follower,C0,7
1,4,27,28.0,delivered,1,leader_follower,C0,7
4,1,27,28.0,delivered,1,leader_follower,C0,7
2,3,27,28.0,delivered,1,leader_follower,C0,7
3,2,27,28.0,delivered,1,leader_follower,C0,7
3,4,27,28.0,delivered,1,leader_follower,C0,7
4,3,27,28.0,delivered,1,leader_follower,C0,7
4,5,27,28.0,delivered,1,leader_follower,C0,7
5,4,27,28.0,delivered,1,leader_follower,C0,7
0,1,28,29.0,delivered,1,leader_follower,C0,7
1,0,28,29.0,delivered,1,leader_follower,C0,7
1,2,28,29.0,delivered,1,leader_follower,C0,7
2,1,28,29.0,delivered,1,leader_follower,C0,7
1,4,28,29.0,delivered,1,leader_follower,C0,7
4,1,28,29.0,delivered,1,leader_follower,C0,7
2,3,28,29.0,delivered,1,leader_follower,C0,7
3,2,28,29.0,delivered,1,leader_follower,C0,7
3,4,28,29.0,delivered,1,leader_follower,C0,7
4,3,28,29.0,delivered,1,leader_follower,C0,7
4,5,28,29.0,delivered,1,leader_follower,C0,7
5,4,28,29.0,delivered,1,leader_follower,C0,7
0,1,29,30.0,delivered,1,leader_follower,C0,7
1,0,29,30.0,delivered,1,leader_follower,C0,7
1,2,29,30.0,delivered,1,leader_follower,C0,7
2,1,29,30.0,delivered,1,leader_follower,C0,7
1,4,29,30.0,delivered,1,leader_follower,C0,7
4,1,29,30.0,delivered,1,leader_follower,C0,7
2,3,29,30.0,delivered,1,leader_follower,C0,7
3,2,29,30.0,delivered,1,leader_follower,C0,7
3,4,29,30.0,delivered,1,leader_follower,C0,7
4,3,29,30.0,delivered,1,leader_follower,C0,7
4,5,29,30.0,delivered,1,leader_follower,C0,7
5,4,29,30.0,delivered,1,leader_follower,C0,7
0,1,30,31.0,delivered,1,leader_follower,C0,7
1,0,30,31.0,delivered,1,leader_follower,C0,7
1,2,30,31.0,delivered,1,leader_follower,C0,7
2,1,30,31.0,delivered,1,leader_follower,C0,7
1,4,30,31.0,delivered,1,leader_follower,C0,7
4,1,30,31.0,delivered,1,leader_follower,C0,7
2,3,30,31.0,delivered,1,leader_follower,C0,7
3,2,30,31.0,delivered,1,leader_follower,C0,7
3,4,30,31.0,delivered,1,leader_follower,C0,7
4,3,30,31.0,delivered,1,leader_follower,C0,7
4,5,30,31.0,delivered,1,leader_follower,C0,7
5,4,30,31.0,delivered,1,leader_follower,C0,7
0,1,31,32.0,delivered,1,leader_follower,C0,7
1,0,31,32.0,delivered,1,leader_follower,C0,7
1,2,31,32.0,delivered,1,leader_follower,C0,7
2,1,31,32.0,delivered,1,leader_follower,C0,7
1,4,31,32.0,delivered,1,leader_follower,C0,7
4,1,31,32.0,delivered,1,leader_follower,C0,7
2,3,31,32.0,delivered,1,leader_follower,C0,7
3,2,31,32.0,delivered,1,leader_follower,C0,7
3,4,31,32.0,delivered,1,leader_follower,C0,7
4,3,31,32.0,delivered,1,leader_follower,C0,7
4,5,31,32.0,delivered,1,leader_follower,C0,7
5,4,31,32.0,delivered,1,leader_follower,C0,7
0,1,32,33.0,delivered,1,leader_follower,C0,7
1,0,32,33.0,delivered,1,leader_follower,C0,7
1,2,32,33.0,delivered,1,leader_follower,C0,7
2,1,32,33.0,delivered,1,leader_follower,C0,7
1,4,32,33.0,delivered,1,leader_follower,C0,7
4,1,32,33.0,delivered,1,leader_follower,C0,7
2,3,32,33.0,delivered,1,leader_follower,C0,7
3,2,32,33.0,delivered,1,leader_follower,C0,7
3,4,32,33.0,delivered,1,leader_follower,C0,7
4,3,32,33.0,delivered,1,leader_follower,C0,7
4,5,32,33.0,delivered,1,leader_follower,C0,7
5,4,32,33.0,delivered,1,leader_follower,C0,7
0,1,33,34.0,delivered,1,leader_follower,C0,7
1,0,33,34.0,delivered,1,leader_follower,C0,7
1,2,33,34.0,delivered,1,leader_follower,C0,7
2,1,33,34.0,delivered,1,leader_follower,C0,7
1,4,33,34.0,delivered,1,leader_follower,C0,7
4,1,33,34.0,delivered,1,leader_follower,C0,7
2,3,33,34.0,delivered,1,leader_follower,C0,7
3,2,33,34.0,delivered,1,leader_follower,C0,7
3,4,33,34.0,delivered,1,leader_follower,C0,7
4,3,33,34.0,delivered,1,leader_follower,C0,7
4,5,33,34.0,delivered,1,leader_follower,C0,7
5,4,33,34.0,delivered,1,leader_follower,C0,7
0,1,34,35.0,delivered,1,leader_follower,C0,7
1,0,34,35.0,delivered,1,leader_follower,C0,7
1,2,34,35.0,delivered,1,leader_follower,C0,7
2,1,34,35.0,delivered,1,leader_follower,C0,7
1,4,34,35.0,delivered,1,leader_follower,C0,7
4,1,34,35.0,delivered,1,leader_follower,C0,7
2,3,34,35.0,delivered,1,leader_follower,C0,7
3,2,34,35.0,delivered,1,leader_follower,C0,7
3,4,34,35.0,delivered,1,leader_follower,C0,7
4,3,34,35.0,delivered,1,leader_follower,C0,7
4,5,34,35.0,delivered,1,leader_follower,C0,7
5,4,34,35.0,delivered,1,leader_follower,C0,7
0,1,35,36.0,delivered,1,leader_follower,C0,7
1,0,35,36.0,delivered,1,leader_follower,C0,7
1,2,35,36.0,delivered,1,leader_follower,C0,7
2,1,35,36.0,delivered,1,leader_follower,C0,7
1,4,35,36.0,delivered,1,leader_follower,C0,7
4,1,35,36.0,delivered,1,leader_follower,C0,7
2,3,35,36.0,delivered,1,leader_follower,C0,7
3,2,35,36.0,delivered,1,leader_follower,C0,7
3,4,35,36.0,delivered,1,leader_follower,C0,7
4,3,35,36.0,delivered,1,leader_follower,C0,7
4,5,35,36.0,delivered,1,leader_follower,C0,7
5,4,35,36.0,delivered,1,leader_follower,C0,7
0,1,36,37.0,delivered,1,leader_follower,C0,7
1,0,36,37.0,delivered,1,leader_follower,C0,7
1,2,36,37.0,delivered,1,leader_follower,C0,7
2,1,36,37.0,delivered,1,leader_follower,C0,7
1,4,36,37.0,delivered,1,leader_follower,C0,7
4,1,36,37.0,delivered,1,leader_follower,C0,7
2,3,36,37.0,delivered,1,leader_follower,C0,7
3,2,36,37.0,delivered,1,leader_follower,C0,7
3,4,36,37.0,delivered,1,leader_follower,C0,7
4,3,36,37.0,delivered,1,leader_follower,C0,7
4,5,36,37.0,delivered,1,leader_follower,C0,7
5,4,36,37.0,delivered,1,leader_follower,C0,7
0,1,37,38.0,delivered,1,leader_follower,C0,7
1,0,37,38.0,delivered,1,leader_follower,C0,7
1,2,37,38.0,delivered,1,leader_follower,C0,7
2,1,37,38.0,delivered,1,leader_follower,C0,7
1,4,37,38.0,delivered,1,leader_follower,C0,7
4,1,37,38.0,delivered,1,leader_follower,C0,7
2,3,37,38.0,delivered,1,leader_follower,C0,7
3,2,37,38.0,delivered,1,leader_follower,C0,7
3,4,37,38.0,delivered,1,leader_follower,C0,7
4,3,37,38.0,delivered,1,leader_follower,C0,7
4,5,37,38.0,delivered,1,leader_follower,C0,7
5,4,37,38.0,delivered,1,leader_follower,C0,7
0,1,38,39.0,delivered,1,leader_follower,C0,7
1,0,38,39.0,delivered,1,leader_follower,C0,7
1,2,38,39.0,delivered,1,leader_follower,C0,7
2,1,38,39.0,delivered,1,leader_follower,C0,7
1,4,38,39.0,delivered,1,leader_follower,C0,7
4,1,38,39.0,delivered,1,leader_follower,C0,7
2,3,38,39.0,delivered,1,leader_follower,C0,7
3,2,38,39.0,delivered,1,leader_follower,C0,7
3,4,38,39.0,delivered,1,leader_follower,C0,7
4,3,38,39.0,delivered,1,leader_follower,C0,7
4,5,38,39.0,delivered,1,leader_follower,C0,7
5,4,38,39.0,delivered,1,leader_follower,C0,7
0,1,39,40.0,delivered,1,leader_follower,C0,7
1,0,39,40.0,delivered,1,leader_follower,C0,7
1,2,39,40.0,delivered,1,leader_follower,C0,7
2,1,39,40.0,delivered,1,leader_follower,C0,7
1,4,39,40.0,delivered,1,leader_follower,C0,7
4,1,39,40.0,delivered,1,leader_follower,C0,7
2,3,39,40.0,delivered,1,leader_follower,C0,7
3,2,39,40.0,delivered,1,leader_follower,C0,7
3,4,39,40.0,delivered,1,leader_follower,C0,7
4,3,39,40.0,delivered,1,leader_follower,C0,7
4,5,39,40.0,delivered,1,leader_follower,C0,7
5,4,39,40.0,delivered,1,leader_follower,C0,7
0,1,40,41.0,delivered,1,leader_follower,C0,7
1,0,40,41.0,delivered,1,leader_follower,C0,7
1,2,40,41.0,delivered,1,leader_follower,C0,7
2,1,40,41.0,delivered,1,leader_follower,C0,7
1,4,40,41.0,delivered,1,leader_follower,C0,7
4,1,40,41.0,delivered,1,leader_follower,C0,7
2,3,40,41.0,delivered,1,leader_follower,C0,7
3,2,40,41.0,delivered,1,leader_follower,C0,7
3,4,40,41.0,delivered,1,leader_follower,C0,7
4,3,40,41.0,delivered,1,leader_follower,C0,7
4,5,40,41.0,delivered,1,leader_follower,C0,7
5,4,40,41.0,delivered,1,leader_follower,C0,7
0,1,41,42.0,delivered,1,leader_follower,C0,7
1,0,41,42.0,delivered,1,leader_follower,C0,7
1,2,41,42.0,delivered,1,leader_follower,C0,7
2,1,41,42.0,delivered,1,leader_follower,C0,7
1,4,41,42.0,delivered,1,leader_follower,C0,7
4,1,41,42.0,delivered,1,leader_follower,C0,7
2,3,41,42.0,delivered,1,leader_follower,C0,7
3,2,41,42.0,delivered,1,leader_follower,C0,7
3,4,41,42.0,delivered,1,leader_follower,C0,7
4,3,41,42.0,delivered,1,leader_follower,C0,7
4,5,41,42.0,delivered,1,leader_follower,C0,7
5,4,41,42.0,delivered,1,leader_follower,C0,7
0,1,42,43.0,delivered,1,leader_follower,C0,7
1,0,42,43.0,delivered,1,leader_follower,C0,7
1,2,42,43.0,delivered,1,leader_follower,C0,7
2,1,42,43.0,delivered,1,leader_follower,C0,7
1,4,42,43.0,delivered,1,leader_follower,C0,7
4,1,42,43.0,delivered,1,leader_follower,C0,7
2,3,42,43.0,delivered,1,leader_follower,C0,7
3,2,42,43.0,delivered,1,leader_follower,C0,7
3,4,42,43.0,delivered,1,leader_follower,C0,7
4,3,42,43.0,delivered,1,leader_follower,C0,7
4,5,42,43.0,delivered,1,leader_follower,C0,7
5,4,42,43.0,delivered,1,leader_follower,C0,7
0,1,43,44.0,delivered,1,leader_follower,C0,7
